TimeStamp;TraceID;ActivityName
27.05.2022 08:59;795;T52
27.05.2022 09:18;795;T03
27.05.2022 10:04;795;T11
27.05.2022 11:57;795;T36
27.05.2022 12:58;795;T39
27.05.2022 13:31;795;T41
27.05.2022 14:26;795;T42
27.05.2022 15:59;795;T43
27.05.2022 16:47;795;T44
27.05.2022 17:48;795;T47
27.05.2022 18:53;795;T48
27.05.2022 19:53;795;T49
27.05.2022 20:03;795;T51
27.05.2022 21:42;795;T02
27.05.2022 22:12;795;T08
27.05.2022 23:25;795;T21
28.05.2022 00:28;795;T22
28.05.2022 01:10;795;T33
28.05.2022 02:48;795;T46
28.05.2022 03:09;795;T48
28.05.2022 04:17;795;T50
28.05.2022 05:01;796;T52
28.05.2022 06:51;796;T02
28.05.2022 07:05;796;T07
28.05.2022 08:27;796;T19
28.05.2022 09:47;796;T32
28.05.2022 10:57;796;T46
28.05.2022 11:23;796;T48
28.05.2022 12:30;796;T50
28.05.2022 13:57;797;T52
28.05.2022 14:23;797;T02
28.05.2022 15:43;797;T09
28.05.2022 16:59;797;T24
28.05.2022 17:27;797;T25
28.05.2022 18:58;797;T28
28.05.2022 19:51;797;T26
28.05.2022 20:25;797;T30
28.05.2022 21:22;797;T27
28.05.2022 22:57;797;T29
28.05.2022 23:48;797;T31
29.05.2022 00:10;797;T46
29.05.2022 01:18;797;T48
29.05.2022 02:56;797;T50
29.05.2022 03:01;798;T52
29.05.2022 04:43;798;T02
29.05.2022 05:53;798;T08
29.05.2022 06:48;798;T20
29.05.2022 07:29;798;T23
29.05.2022 08:38;798;T33
29.05.2022 09:37;798;T46
29.05.2022 10:53;798;T48
29.05.2022 11:21;798;T50
29.05.2022 12:21;799;T52
29.05.2022 13:58;799;T02
29.05.2022 14:58;799;T08
29.05.2022 15:24;799;T21
29.05.2022 16:32;799;T22
29.05.2022 17:09;799;T33
29.05.2022 18:20;799;T46
29.05.2022 19:08;799;T48
29.05.2022 20:49;799;T49
29.05.2022 21:47;799;T51
29.05.2022 22:17;799;T01
29.05.2022 23:33;799;T06
30.05.2022 00:03;799;T16
30.05.2022 01:41;799;T34
30.05.2022 02:59;799;T45
30.05.2022 03:31;799;T48
30.05.2022 04:41;799;T50
30.05.2022 05:36;800;T52
30.05.2022 06:05;800;T01
30.05.2022 07:37;800;T04
30.05.2022 08:22;800;T18
30.05.2022 09:13;800;T34
30.05.2022 10:38;800;T45
30.05.2022 11:49;800;T48
30.05.2022 12:20;800;T50
30.05.2022 13:55;801;T52
30.05.2022 14:52;801;T02
30.05.2022 15:08;801;T09
30.05.2022 16:38;801;T24
30.05.2022 17:34;801;T26
30.05.2022 18:27;801;T30
30.05.2022 19:04;801;T25
30.05.2022 20:49;801;T27
30.05.2022 21:41;801;T28
30.05.2022 22:20;801;T29
30.05.2022 23:23;801;T31
31.05.2022 00:12;801;T46
31.05.2022 01:31;801;T48
31.05.2022 02:24;801;T49
31.05.2022 03:13;801;T51
31.05.2022 04:10;801;T03
31.05.2022 05:22;801;T10
31.05.2022 06:03;801;T35
31.05.2022 07:56;801;T38
31.05.2022 08:57;801;T41
31.05.2022 09:37;801;T42
31.05.2022 10:57;801;T43
31.05.2022 11:06;801;T44
31.05.2022 12:59;801;T47
31.05.2022 13:30;801;T48
31.05.2022 14:59;801;T49
31.05.2022 15:27;801;T51
31.05.2022 16:33;801;T03
